,date,data,result
10,2022.09.06 00:01:55,여기서 사자의 심장은 이클 내린다 내릴 거?,사자 심장 이클 내린다 내릴
11,2022.09.06 00:01:58,이더리움 창시자가 전달한다 이클 8시까지 6마넌 내일 머지 공지 후 8.5 머지업뎃 후 15,이더리움 창시자 전달 한다 이클 내일 머지 공지 지업
12,2022.09.06 00:02:07,이클 안 산 흑우 없제? ㅋㅋ ㅇㅇ,이클 흑우 ㅇㅇ
13,2022.09.06 00:02:32,이클덕에 코인 거래량 늘어나서 기분 좋으면 개추 시팔 빙하기끝나따!!,이클 코인 거래량 늘어나 기분 으면 개추 시팔 끝
14,2022.09.06 00:02:32,시발 ㅋㅋㅋ 싸클 25원간다던새끼 글내린거봐라 ㅋㅋㅋㅋㅋㅋㅋㅋ 아 존나웃기네 그걸 쳐내리노 쫄보임? 안가면 안가는거지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,25 간다던 내린 웃기 그걸 쳐 보임
15,2022.09.06 00:02:44,아까 이클 9시50분쯤인가 개쏜다 쓰던형 그글보고 걍 따라삿는데개십 이거 언제팔아?10프로수익인데..계속 눈팅하니 개피곤해서 그냥잘게 낼아침에보자,아까 이클 인가 쏜다 10 프로 수익 인데 계속 피곤 해서 그냥 아침
16,2022.09.06 00:02:49,유튜브에 이클 3만 간다는 병신 잇던데? 사람 아닌 거 맞지?,유튜브 이클 간다는 던데 사람 아닌
17,2022.09.06 00:03:11,이클 차트보니 마음이 푸근해진다 이클 개떡상 가즈ㅏ,이클 차트 마음 푸근 해진다 이클 개떡 가즈
18,2022.09.06 00:03:13,이클 곧 떡락! 갈아타거나 숏전환! 이빠이 챙겨먹자. 축제다!,이클 갈아타 거나 전환 이빠이 챙겨 축제
19,2022.09.06 00:03:14,[속보] 박호두 숏 19.8k에서숏잡고 운지하는중 ,속보 박호 19 운지
20,2022.09.06 00:03:53,찐반인 이유 거래량이 터지면서 오른다.,이유 거래량 터지 면서 오른다
21,2022.09.06 00:04:53,이시발 이클 9% 5만원 눈앞에 보인다 이런 날이 오네,이클 눈앞 보인다
22,2022.09.06 00:04:57,ㅋㅋㅋㅋ 다들 환희에 차있네 병신들이  ㅋㅋㅋㅋㅋㅋ개웃기네 시발 이게 도박에 미친놈들인가,환희 개웃 이게 도박 미친 인가
23,2022.09.06 00:05:32,숏전환 안했으면..아쉽지만 함께하실수 없습니다. 뒤지십시오ㅋ,전환 으면 아쉽 뒤지 십
24,2022.09.06 00:05:55,2022년 마지막 설거지  개미들 잔뜩태우거 이번주 주말에 추석 폭포수빔 쏘면서 나락갈예정 ㅅㄱ,2022 마지막 설거지 개미 잔뜩 태우 주말 추석 폭포수 면서 나락 예정
25,2022.09.06 00:07:04,숏자리 개꿀이네ㅋㅋㅋㅋㅋㅋ 지금안타는 흑우없지? ,자리 개꿀 지금 흑우
26,2022.09.06 00:07:15,고생했다 얘들아..ㅜㅜ 찐반이다내일 쯤 22k 가볍게 가 있을 듯..... 수고했다.,고생 ㅜㅜ 내일 22 가볍 .... 수고
27,2022.09.06 00:07:23,엑시 팔지마라 게이야 엑시 돌아온다,게이 돌아온다
28,2022.09.06 00:07:24,이클 개쏜다 ㅋㅋㅋㅋㅋㅋ ,이클 쏜다
29,2022.09.06 00:07:48,이클 샀다 ,이클
30,2022.09.06 00:09:57,내일은 나스닥도 개쏠거같노 ㄹㅇ 더이상의 악재는 없다유로금리인지씨발 지랄좀하지마라그래라,내일 나스닥 악재 유로 금리 인지 지랄 그래라
31,2022.09.06 00:10:09,이시각 젤 불쌍한 새끼 아직도 이클 의심함 죽기전에 이클 살 걸,불쌍 아직 이클 의심 이클
32,2022.09.06 00:10:44,빗반꿀은 뭐다?? 과학이다 ㅋㅋ아침에 다들 죽겠군 ㅋㅋㅋㅋㅋ무한곡소리 나올예정,과학 아침 무한 곡소리 나올 예정
33,2022.09.06 00:11:20,이클 말아올리네 면치기냐?,이클 말 올리 면치기
34,2022.09.06 00:11:58,오늘부터 롱인 이유 - 미국 현재 분위기 알려준다. 이번 9월 fomc bj 파월 연설 예상 나옴.금리인상 더뎌질것이라는게 미국 분위기다.파월이 금리인상 똑같이 강경하게 나와도 fomc 20~21일이니까그전까진 롱쳐도됨 ㅇㅇ,오늘 이유 미국 현재 분위기 알려준다 fomc bj 파월 연설 예상 나옴 금리 인상 더뎌질 라는 미국 분위기 파월 금리 인상 똑같이 강경 나와도 fomc 20 21 니까 까진 쳐도 ㅇㅇ
35,2022.09.06 00:13:04,귀 하나 더만들어지는거 끝나면 내리꽂는닼ㅋㅋ 모를면 병신마냥 잃어야지ㅋㅋ,만들 끝 내리꽂 모를 마냥 어야지
36,2022.09.06 00:13:12,이시발 이클 전고 돌파 간다 우주,이클 전고 돌파 간다 우주
37,2022.09.06 00:13:56,이클 타고싶은데 타기싫으면 개추 후.,이클 은데 으면 개추
38,2022.09.06 00:14:12,이클 의심하지 말라헸제 ㅋㅋㅋㅋ ,이클 의심
39,2022.09.06 00:14:30,이클 이젠 무섭다  32에 30배롱 잡았는데 무서워 어디까지 가는거니  ,이클 무섭 32 30 배롱 무서워
40,2022.09.06 00:14:36,이클 계속 솟구치네 머임? 우주선임? 피융피융,이클 계속 솟 우주 선임
41,2022.09.06 00:15:29,이클 작년 5월에 며칠만에 5만에서 20만 갔었냐?,이클 작년 며칠 20 갔었
42,2022.09.06 00:15:47,오더리움 클래식 경축 아침엔 육더리움  ㅅ ㅅ. ㅅ,더리 클래식 경축 아침 더리
43,2022.09.06 00:15:56,이새끼들아 진짜 5만원 돌파 직전이다  머임? 천국가나?,진짜 돌파 직전 국가
44,2022.09.06 00:16:43,중국 비트코인 합법화 서명 이왜진? ,중국 비트코인 합법화 서명
45,2022.09.06 00:16:46,병신들인가 숏쳤겠냐? 털리라고 뻥카치는중이잖아. ,인가 털리 라고 잖아
46,2022.09.06 00:16:58,ㅋㅋㅋ작년얘기 나오는거 보니 ㅋㅋㅋ끝낫다 병신들 ㅋㅋㅋ작년 이클 얘기까지 나오네,작년 얘기 나오 작년 이클 얘기 나오
47,2022.09.06 00:17:00,니들은 박호두가 숏인데 숏쳐잡고있냐 ㅋㅋㅋㅋ 박호두숏인데 숏잡은 애들은  에라이 코인접어라ㅋㅋㅋㅋㅋㅋ ,호두 인데 박호 인데 에라이 코인 어라
48,2022.09.06 00:17:23,[속보] 19.9k 돌파 ㅋㅋㅋㅋ 20k 뚫을시 숏충이들 대가리로 빌딩세울예정 ,속보 19 돌파 20 을시 충이 대가리 빌딩 세울 예정
49,2022.09.06 00:17:26,<속보>이더리움클래식 북한 기축통화 검토중…논란 붉혀져. ㅋㅋㅋ 대박이네 ㅋㅋㅋ뻘갱놈덜도 아는거네,속보 이더리움 클래식 북한 기축 통화 검토 논란 붉혀 대박
50,2022.09.06 00:17:30,이클 승리의 5만원 ㅋㅋㅋ 쇽충이개박살,이클 승리 쇽충이개박살
51,2022.09.06 00:17:31,야들아 이클 패턴 찾았다 ㄹㅇ  비소리가 격해지면 상승한다 내가 계속 리듬타고있었는데 격해질때마다 파격상승 나온다 이건 찐이야 (이클 수익 야미),이클 패턴 비 격해 상승 한다 계속 리듬 격해질 마다 파격 상승 나온다 이건 이 이클 수익 야미
52,2022.09.06 00:17:32,나스닥 선물은 왜 오르냐... 유로스톡 마이너스이고 호재가 하나도 없는데 나선이 오르고 그러니깐 비트코인도 따라 오르는것 같은데 숏으로 물을 더 타야하나... 손절 해야하나... 고민이네  ,나스닥 선물 오르 . 유로 스톡 마이너스 호재 나선 오르 그러 니깐 비트코인 오르 은데 . 손절 해야 . 고민
53,2022.09.06 00:17:35,애한테 생리하냐고 물어본게 잘못임? ,한테 생리 냐고 물어본 잘못
54,2022.09.06 00:17:47,숏친애들 아이큐 수준 박호두랑 동급,친애 아이큐 수준 호두 동급
55,2022.09.06 00:18:20,20k 아래에서 숏 잡은 병신이 있다고? 에이 설마 어떤 병신이 그러겠어ㅋㅋㅋㅋ,20 아래 다고 그러
56,2022.09.06 00:18:27,<속보>이더리움클래식 북한의 기축통화로 사용할것. 미친넘ㄷㄹㅋㅋㅋㅋ,속보 이더리움 클래식 북한 기축 통화 사용 미친
57,2022.09.06 00:18:33,웨이브 호재 미쳤다 가즈아,웨이브 호재 미쳤 가즈
58,2022.09.06 00:18:52,갓더리움 황래식... 왕의 귀환..,더리 . 귀환
59,2022.09.06 00:18:59,9월이 왓다 이클의 계절 축하한다 이젠,이클 계절 축하 한다
60,2022.09.06 00:19:01,ㅋㅋㅋㅋㅋ 이클은 믿는자만 데꼬가신다 ,이클 신
61,2022.09.06 00:19:12,이클숏치라는새기들죽여ㅆ 개ㅆ,이클 라는 새기 죽여
62,2022.09.06 00:19:14,숏충이들 곡소리가 여기까지 들린다 우헤헤헤헤헤,충이 곡소리 들린다 우헤헤헤 헤헤
63,2022.09.06 00:19:23,이클 타점어떠냐 ,이클 타점 어떠
64,2022.09.06 00:19:38,오늘 숏충이들 뒤지는날~ 대장 이클이 가는데 숏잡는 흑우있나?ㅋㅋㅋ,오늘 충이 뒤지 대장 이클 흑우
65,2022.09.06 00:19:42,오늘 100퍼빔 하나 나오겠네 누군진 알지?,오늘 100 나오 누군진
66,2022.09.06 00:19:42,이클 날아가네... 진짜 10만원가나 시벌 무서워서 못타긋네 ㅋㅋ,이클 날아가 . 진짜 10 원가 시벌 무서워서
67,2022.09.06 00:19:55,난 우리 엑시 믿어.. 이클따라갈거라 믿어.. ㅜㅜ,이클 갈거라 ㅜㅜ
68,2022.09.06 00:20:12,하.. 왜 오르나 했더니 호두 숏쳤네... 어쩐지 오른다 했더니 아오...  호두형 빨리 팔아...  ,오르 더니 호두 . 어쩐지 오른다 더니 아오 . 호두 빨리 .
69,2022.09.06 00:20:12,코인계의 wwe 숀마이클스 https://youtube.com/clip/Ugkxcd6ZG1lBCTJBwnP4d7omPkLVBbH8M3dz,코인 wwe 숀마이클스 https youtube com clip Ugkxcd ZG lBCTJBwnP omPkLVBbH dz
70,2022.09.06 00:20:15,●●●●●●어김없이오늘도등장하는형이다●●●● 달달하다 역시 메로나지 숏충이들 다어디갔니차트보고 손절라인 그림그리고있나,●●●●●● 어김없이 오늘 등장 ●●●● 달달 메로나 충이 차트 보 손절 라인 그림
71,2022.09.06 00:20:17,미쳣네 이클 14% 12% 업비트 기준 압도적 1위 2위 5%,쳣네 이클 14 12 업비트 기준 압도
72,2022.09.06 00:20:24,산도깨비 저 친구가 몸만 안 팔았어도 참 좋은 친구였을텐데.. ,산도깨비 친구 친구 였을 텐데
73,2022.09.06 00:20:37,이제 진짜 이클 숏이다! 가즈아!,이제 진짜 이클 가즈
74,2022.09.06 00:20:54,ㅡㅡㅡㅡㅡㅡㅡㅡ숏충이 박멸빔ㅡㅡㅡㅡㅡㅡㅡㅡ ㅅㄱ ,ㅡㅡㅡㅡㅡㅡㅡㅡ숏충이 박멸 ㅡㅡㅡㅡㅡㅡㅡㅡ
75,2022.09.06 00:21:26,이클숏 2억달러 청산 ㅋㅋㅋ ,이클 청산
76,2022.09.06 00:21:36,곧 20k 돌파. 22k 까지는 뒤도 안 돌아보고 간다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,20 돌파 22 돌아보 간다
77,2022.09.06 00:21:40,이클 원화도 13%돌파 Btc와 합체,이클 원화 13 돌파 Btc 합체
78,2022.09.06 00:22:23,이클 숏 외치던 찐팬치 잠수타다 지 유리할때만 맞춘척 아가리터는 리딩방 방장이랑 다를거없는놈ㅎㅇ ,이클 외치 잠수 유리 맞춘 아가리 리딩 방장 이랑 다를
79,2022.09.06 00:22:36,아 이클 46140타서 46280내렷는데 뭔 50400이냐 ㅋㅋㅋㅋㅋㅋ,이클 46140 타 46280 50400
80,2022.09.06 00:22:43,숏 스쿼트 가자 ㅋㅋ ㅋㅋㅋㅋㅋ,쿼트
81,2022.09.06 00:22:57,근데 오입금 돈쓰면 감옥은 가도 회수는 못하지 않냐? ,입금 감옥 가 회수 못
82,2022.09.06 00:23:04,악재 순식간에 해소되고 대불장 시작ㅋㅋㅋㅋㅋ ㄹㅇ한방이네 ㅋㅋ,악재 순식간 해소 불장 시작 ㅇ한방이네
83,2022.09.06 00:23:07,유튜버중에 이클 끝났다고 경상도 사투리 쓰는 놈 있었는데 누구냐,튜버 이클 다고 경상도 사투리
84,2022.09.06 00:23:10,한남노빔이냐 ㅋㅋ ㅋㅋㅋㅋㅋ,남노
85,2022.09.06 00:23:17,숏 달달. 우리턴이야ㅋㅋ 물릴 준비 됐니?ㅋㅋ,달달 물릴 준비
86,2022.09.06 00:23:18,지금 글 안쓰는 새끼 특 이클 사려고 돈 꾸는 즁,지금 이클 려고
87,2022.09.06 00:23:55,나 이더리움 창시자가 전한다 금일 8시까지 6만 18시 머지 공지 8.5 머지 업뎃 후 15만,이더리움 창시자 전 금일 18 머지 공지 머지
88,2022.09.06 00:24:16,박호두 이클숏인것만 알아둬라 ㅋㅋ -21퍼다 현재,박호 이클 둬라 21 퍼다 현재
89,2022.09.06 00:24:34,야 이클 왜 쏘는거냐 호재있냐,이클 호재
90,2022.09.06 00:24:41,엑시 20135인데 평단 이거 약손절해야하냐? 진지하게? ㅇㅇㅇㅇ,20135 인데 평단 약손 해야 진지 ㅇㅇㅇㅇ
91,2022.09.06 00:24:42,진짜 고수는 크로노스 탄다  난 말했다,진짜 고수 크로노스 탄다
92,2022.09.06 00:25:26,이클 숏이라던 찐팬치 쥐도 새도 모르게 잠수ㅇㅇ 등판해서 70억 드립칠 예정 니가 70억이면 틀린것도 맞는게되노 ,이클 라던 모르 잠수 ㅇㅇ 등판 해서 70 드립 예정 70 틀린
93,2022.09.06 00:25:32,ㅋㅋ 4.7로 간다 숏 달달 가즈아,간다 달달 가즈
94,2022.09.06 00:25:39,와 이더리움 2억매수 ㄷ  머냐,이더리움 매수
95,2022.09.06 00:25:42,어어 쟤 왜 저러노? ㅇㅇ,저러 ㅇㅇ
96,2022.09.06 00:25:44,이클 운지 웃음벨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,이클 운지 웃음
97,2022.09.06 00:25:57,이클 숏 개달달하닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,이클 달달
98,2022.09.06 00:26:38,호두보다 내 숏 평단이 더 낮네...ㅋㅋㅋ 코인 접어야겠다 ㅋㅋㅋ ,호두 보 평단 . 코인 접어 야겠다
99,2022.09.06 00:27:17,중국-러시아 EAEU 체결 . ,중국 러시아 EAEU 체결
100,2022.09.06 00:27:42,4만7천에서 짧게 롱전환 4.9에서 숏치면 내일 차바꿈 ㅋㅋ인생 굳,전환 내일 바꿈 인생
101,2022.09.06 00:28:27,이클 빨리타라 5만1천까지는 열려있다 ,이클 빨리 열려
102,2022.09.06 00:29:26,이클을 머장으로 븅싱 좆밥 틀딱 비트새끼 ,이클 븅싱 비트
103,2022.09.06 00:29:42,루클숏 이거 탈출됨? ,탈출
104,2022.09.06 00:31:06,업비 이클 자전거래 수수료 먹을려고 자전 거래 돌리는중다시 원위치간다적당히먹고 빠져라,이클 자전거 수수료 을려고 자전 거래 돌리 원위치 간다 적당히 빠져라
105,2022.09.06 00:33:59,okx인가 여기 믿을만한곳인가요..? 쓰시는분 계신가요..?,okx 인가 인가요 . 계신 .
106,2022.09.06 00:35:25,아이콘 빵디흔드노 저거 ㅋㅋ,아이콘 흔드 저거
107,2022.09.06 00:35:48,와 꼬시는거봐. 얼마나 쳐내리려고. 빨리가자 4만7천ㅋㅋ 얼른ㅋㅋ,꼬 쳐 려고 빨리 얼른
108,2022.09.06 00:35:55,이 시발련들아 무서워서 못 타겠자나 개시발,발련 무서워서 개시
109,2022.09.06 00:36:24,이더리움 사놔라 이더리움 머지 반대 세력이 이더리움 pow 하드포크하면 이더리움 클래식같은 가짜 이더리움 하나 더 생긴다 pos이더 pow이더 이클 이렇게 3개됨 반대세력이 하드포크 성공해서 pow이더 생기면 바로 꽁돈인거 ,이더리움 놔라 이더리움 머지 반대 세력 이더리움 pow 하드 포크 이더리움 클래식 가짜 이더리움 생긴다 pos pow 이클 반대 세력 하드 포크 성공 해서 pow 생기
110,2022.09.06 00:37:49,이클 숏쳤다 가자~~~,이클 ~~~
111,2022.09.06 00:38:34,이게 이클숏이지 ,이게 이클
112,2022.09.06 00:38:41,이클 나 타니깐 왜 제자리걸음하냐? 업비트 사기아님?,이클 니깐 제자리 업비트 아님
113,2022.09.06 00:39:00,이클 48.058 에 샀는데 언제 빼냐? 쳐 자고 일어나서 보니까는 존나 올랐노 ,이클 48 058 일어나 니까는 올랐
114,2022.09.06 00:39:26,이클 쏘는 이유좀 ㅇㅇ 왜쏘ㅓ누혼자,이클 이유 ㅇㅇ ㅓ누
115,2022.09.06 00:40:04,이클 이더 비캐 다음은 뭘거같냐? ㅋㅋ 퀀텀 사라 긴말 안함,이클 퀀텀 사라 긴말 안
116,2022.09.06 00:40:35,어어~밀지마라 ㅋㅋ,
117,2022.09.06 00:41:40,바보들아 비트를 사야 이클도 올라간다고 얼른 매수들 하자,바보 비트 이클 올라간다고 얼른 매수
118,2022.09.06 00:43:28,^^ㅣ발 죽고싶다 이거 탈출 가능하냐?? ,^^ 탈출 가능
119,2022.09.06 00:43:44,루나 300% 뺄까 더 갈까 ,루나 300 뺄까 갈까
120,2022.09.06 00:44:10,롱으로 먹고 숏으로먹고 달다 ㅋㅋㅋㅋ,
121,2022.09.06 00:44:15,이클 내가볼때 끝난듯 ㅅㄱ,이클 끝
122,2022.09.06 00:44:41,이클 심상치 않다니까 ㄹㅇ ,이클 심상 다
123,2022.09.06 00:45:42,숏 타지마라 시발! 롱 빨리걸어! 50퍼 간다? 나 숏먹게 롱 타라고!ㅋㅋ,타지마 빨리 간다 라고
124,2022.09.06 00:46:21,고점판독기 이클 50400매수완료. 죽어보자,고점 판독기 이클 50400 매수 완료
125,2022.09.06 00:47:05,이클은 괴물이다 ㅇㅇ,이클 괴물 ㅇㅇ
126,2022.09.06 00:47:24,콜라빔 ㅡ ,콜라
127,2022.09.06 00:48:38,와이클 20가냐??? ????,이클 20 ? ???
128,2022.09.06 00:50:17,아는형 40세인데 이형 부모님중 한분돌아가셨는데 40에이런경우도있냐? ,40 인데 부모 돌아가 40 경우
129,2022.09.06 00:52:17,털리라고 옘병 떨었는데 효과가 있었나. 뿌듯하누.. ,털리 라고 옘병 효과 뿌듯
130,2022.09.06 00:52:25,이클롱잠먹었제?^^ 쑛가즈아!!!!!,이클 ^^ 쑛가즈아 !!!!
131,2022.09.06 00:53:01,비트 뭔가 쌔해서 가진코인들 싹 절반 매도했다 내일 일어나면 답 나오겠지,비트 뭔가 해서 가진 코인 절반 매도 내일 일어나 나오
132,2022.09.06 00:55:01,이클자고왔는데 씨발 뭐냐 ㅋㅋㅋ ,이클
133,2022.09.06 00:55:19,거래량 무새들나와바라 세력들이 거래량 올리는거지  개미새끼들은 힘없어거래량죽엇다고   뭐망해?말햇지 21년도거래량  당장 내일도가능하다고세력이맘만먹으면,거래량 나와 바라 세력 거래량 올리    개미 힘 거래량 다고    망해 21 거래량    내일 가능 다고 세력 으면
134,2022.09.06 00:55:37,이클 슬슬 힘 빠진다 풀 숏 ㄱㄱ ,이클 슬슬 빠진다
135,2022.09.06 00:55:47,이혼 제도를 없애야돼...jpg 한번 결혼했으면 평생 가는거지,이혼 제도 없애 . jpg 결혼 으면 평생
136,2022.09.06 00:58:49,이클온 6갈거니까 롱쳐라 뻔하다 그냥롱쳐라숏치다가 손해보지말고,이클 니까 쳐라 뻔하 그냥 쳐라 다가
137,2022.09.06 00:59:12,와이사람 이클 오를꺼 맞췄네 뭐임?? 유튜브 숏츠보다가 추천떠서 봤는데 픽 개소름돋네 업비트 관계자임? 픽률90퍼가넘네 지린다 댓글에 링크남김진짜 소름돋게 잘맞춤,와이 사람 이클 맞췄 유튜브 다가 추천 떠서 소름 업비트 관계자 90 넘네 린다 댓글 링크 남김 진짜 소름 맞춤
138,2022.09.06 00:59:48,추석전 이클20만간다 두고봐라,추석 이클 20 간다
139,2022.09.06 01:00:01,이클이 7만원까지 가는 이유.eu .,이클 이유 eu
140,2022.09.06 01:00:37,루나클 이건 계속들고가도 되겠지? ,루나 이건 계속
141,2022.09.06 01:01:05,도지랑 루나랑 차트가 똑같다:필독 대경보흡성 루나 상위 지갑 홀더들1~10등까지 5조개들고있음한마디로 그냥 루나는 이미 세력 손이 다 매집되어 있다보면됨거기서 이제 개미들 터는 물량 까지 받아먹으면 거의 95%물량이 세력 물량이라 보면된다한마디로 그냥 루나는 사지도 못하고 계속 올라갈거임이거 지금 아직도 저점이다루나 장기적으로 하락없이 꾸준히 우상향할거다 차트보면 비트코인 불장때 생각나지 않냐 도지랑도지 1번째 상승조차도 아님 지금은 이거 루나 지금 물리면 진짜 존나 답없다는것만 알아두셈,도지 루나 차트 똑같 필독 대경 보흡 루나 상위 지갑 홀더 10 조개 그냥 루나 이미 세력 매집 이제 개미 물량 으면 95 물량 세력 물량 된다 그냥 루나 사지 못 계속 올라갈 지금 아직 저점 다루 장기 하락 없이 꾸준히 우상 향할 차트 비트코인 불장 생각나 도지 상승 아님 지금 루나 지금 물리 진짜 다 아두
142,2022.09.06 01:02:49,슬슬 이클 100만원충 또 등판하기 시작했네 병신들 노답,슬슬 이클 100 원충 등판 시작
143,2022.09.06 01:03:10,엑시=이클 가격 맞추는거 알제?? ㅋㅋㄹㅃㅃ 맞제?,이클 가격 맞추 ㅃㅃ
144,2022.09.06 01:04:14,갤 구경왔는데 잘못온듯 념글 댓글보니까 너무 어지럽네내일도 일하러가야지...,구경 잘못 념 댓글 니까 너무 어지럽 내일 야지 .
145,2022.09.06 01:05:23,이클거래량 1/3나온듯 더가겠다,이클 거래량 나온
146,2022.09.06 01:06:31,이클 6간다했다 ,이클 간다
147,2022.09.06 01:06:44,●●●●애들아 형잔다 고생했다 찐반이다●●●● 시간도늦었는데 안심하고자라 떨어질일은없다,●●●● 잔다 고생 ●●●● 안심 자라 떨어질
148,2022.09.06 01:07:39,나 ㄹㅇ껄무샌데 조언좀 해주셈 정신차리게 부탁함 따끔하게 ㅇㅇ,ㅇ껄무샌데 조언 해주 정신 차리 부탁 따끔 ㅇㅇ
149,2022.09.06 01:08:18,이클때문에 잠 못자고 있으면 게추 ㅋㅋㅋㅋ 출근 지각하겠노 ㅋㅋ,이클 으면 출근 지각
150,2022.09.06 01:08:29,루클 숏.. 씨발 2배인데 왜케 변동성크냐 ,인데 변동성
151,2022.09.06 01:08:59,아는 분 50센데 이분 부모님 다돌아가심.겨우50에 고아가되는경우도있냐 ,센데 이분 부모 돌아가 고아 경우
152,2022.09.06 01:09:19,이클호재 설명해줌 힌남노 떡상 ㅅㅅㅅㅅ,이클 호재 설명 남노
153,2022.09.06 01:11:08,위믹스.전망좀? 이거ㅜ지금.사도 됨? ,위믹스 전망 지금 사도
154,2022.09.06 01:11:15,쎄타토큰 기사년 잡아 족치고 싶다 ㅋㅋㅋ,타토 기사 족
155,2022.09.06 01:11:16,고점판독기 이클 51100원 진입 죽어보자,고점 판독기 이클 51100 진입
156,2022.09.06 01:13:24,조주빈 비트코인 환전하다가 꼬리잡혀서 걸렷다는데 뭐임? 상황설명 성착취물 판매금을 코인으로 받음코인은 실제 돈으로 환전하려고 밖에서 은밀히 거래함근데 왜 그렇게 현금을 환전함?그냥 빗썸? 이런곳에서 암호지갑에 코인 다 넣고 코인 팔고 계좌로 현금받으면 땡인데?,조주 비트코인 환전 다가 꼬리 잡혀서 다 상황 설명 착취 판매 코인 코인 실제 환전 려고 은밀히 거래 현금 환전 그냥 암호 지갑 코인 코인 계좌 현금 으면 인데
157,2022.09.06 01:14:44,여고생 비트코인 신생아 첫 수입>_< ,여고생 비트코인 신생아 수입 >_<
158,2022.09.06 01:16:55,다음불장 언쟈임? ,불장
159,2022.09.06 01:19:36,이클 51000에 탔다 현기증 난다 풀시드 박았는데 미친,이클 51000 현기증 시드 미친
160,2022.09.06 01:21:06,멘탈나간다 씨 발 인내심 바닥ㅜ  ㅡ,멘탈 나간다 인내심 바닥
161,2022.09.06 01:21:18,머운지ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅇㅇ ,운지 ㅇㅇ
162,2022.09.06 01:22:24,와 비트 진짜 혼신의 틀어막기하고있노 ㅋㅋㅋㅋ 진짜 약간 비유로 따지자면핸들없는 택시를 억지로 우회전시키노 우주방어노 이게 ,비트 진짜 혼신 틀 진짜 비유 따 자면 핸들 택시 억지로 우회전 시키 우주 방어 이게
163,2022.09.06 01:25:19,엑시 게ㅣ이야 미안하다 나 사실 엑시 풀매도하고 이클 풀매수했다 ,미안 사실 풀매 이클 매수
164,2022.09.06 01:25:34,공부는 양이냐 질이냐?? 공부습관 안잡혀 있는 새끼는 일단 앉아있는 연습이라도 해야되지?? 그리고 질좋게 공부하는놈은 양도 많이 챙겨가는게 현실이지? ,공부 공부 습관 잡혀 연습 라도 해야 공부 많이 챙겨 현실
