date,title,content,no
2022.03.01 00:03:12,ㅡㅡㅡ유ㅡㅡㅡㅡㅡㅡ관ㅡㅡㅡㅡㅡㅡㅡ순ㅡㅡㅡㅡㅡㅡㅡ분노빔ㅡㅡㅡㅡㅡㅡㅡㅡ,ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,2006466
2022.03.01 00:03:23,월봉 바뀌는 날이라 그런거 아니냐 ,요동좀 쳐야지 ㅇㅇ,2006467
2022.03.01 00:03:26,골렘 요지부동ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋ,2006468
2022.03.01 00:03:33,아뉘 갑자기 누사,뭔데 왜 쏘냐고,2006469
2022.03.01 00:03:45,유벤 물렸다 ,좆같네,2006470
2022.03.01 00:03:51,무비 썬더 캐리 멘프,또 설거제 ㄱ ㄱ ㄱ ㄱ,2006471
2022.03.01 00:03:55,뭐야 박호두 숏침??,이거 안오를수가 없엇네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2006473
2022.03.01 00:04:02,ㅋㅋㅋㅋ시발 스시스왑 머냐,ㅋㅋㅋㅋ,2006474
2022.03.01 00:04:02,스포티움 나락 ㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2006475
2022.03.01 00:04:19,월봉 마감 이쁘게 하자,ㄱㅊ,2006476
2022.03.01 00:04:22,박호두 뭔 말실수햇냐?,왜 존나 쭈굴해져있냐 ㅋㅋ저만큼잃었으면 개지랄해야하는데,2006477
2022.03.01 00:04:41,회담 결렬 핵무기 장전,다빼라,2006478
2022.03.01 00:04:47,빗썸 이새끼 어떡하냐? 글올린애,,2006479
2022.03.01 00:04:49,무비블록 쏜다,김치중에서는 그래도 바이낸스 상장되있고해서 그나마 낫지 무비가 ,2006480
2022.03.01 00:05:00,저런 국지전쟁은 코인에 호재야,비트코인으로 기부도 한다잖아 ,2006483
2022.03.01 00:05:10,시총 1000조짜리 데이터쪼가리 무빙보소 ㅋㅋㅋㅋㅋㅋ,좆나 웃기노 ㅋㅋ,2006484
2022.03.01 00:05:14,루나 이씹새는 선물하면 무조건 잃냐? 무빙 개줒같네,- dc official App,2006485
2022.03.01 00:05:38,알트 뒤지게 안오르네,시발 ,2006487
2022.03.01 00:06:04,이제 코인 현물 끝이면 진짜 존나 불행할거같다,씨발 남들 다 벌엇는데 나만 못벌어씨발 한달에 몇푼 더벌겟다고 수험공부하던 사이에인생역전의 불장이 지나갔네,2006488
2022.03.01 00:06:15,물렷다씨ㅡ발,,2006489
2022.03.01 00:06:34,코빗은 안쓰냐,넥슨지주가 소유했다면서 투자좀 안하나 . 알고랜드 싸서보니까 저녁 8시이후 네시간동안 거래가 없네 ,2006491
2022.03.01 00:06:40,무비 벽력일섬 준비,ㅋㅋㅋ,2006492
2022.03.01 00:06:52,3.1절 옹끼옹끼 빔,언제나옴?,2006493
2022.03.01 00:07:02,튀어라 러시아 우크라이나 회담 결렬 됐다,ㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌ,2006494
2022.03.01 00:07:03,역시 40k는 좀 빡센가보네,잘 못 간다 잘 못 가,2006495
2022.03.01 00:07:03,무비 씹스팸 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,- dc official App,2006496
2022.03.01 00:07:10,살려주세요.. 씨발스시니뽄개새끼들아,,2006497
2022.03.01 00:07:16,ㅋㅋㅋ 씨~발 사도 스트라이크를샀네,시벌,2006498
2022.03.01 00:07:20,전쟁 끝난거 같은데 이거 심상치가 않다,지금 찐반인가? 하고 개미들 긴가민가 하는데 전쟁 끝났다는 뉴스 뜨면  개미들 탈 기회도 안주고 폭등할듯 작년 3월 4월 대불장 각이다,2006499
2022.03.01 00:08:07,지금 박호두 왜 욕먹냐????,???????먼일있음?,2006502
2022.03.01 00:08:58,러시아보고 진격하라는게 뭐가 잘못됐나,우리나라는 선비가 넘나 많다,2006503
2022.03.01 00:09:17,무비 코믹쇼,실화?,2006504
2022.03.01 00:09:38,오늘 40k 는 무조건 터치한다,가보잣,2006506
2022.03.01 00:10:14,알트 데리고가 씨발련아,c발,2006509
2022.03.01 00:10:19,박호두는 지금 태도땜에 더 좆같네,뭐 말실수로 러시아는 뭐해? 진격해 할수있다치자발언실수를했으면 실수했다 진정성있게 사과하면 끝인데이씹새낀 아 몇일쉬다 올께요 자숙하고 올께요 ㅈㄴ 언잖게 말하네,2006510
2022.03.01 00:10:25,무비 ㅋㅋㅋ씹스캠 벽력일섬on,,2006511
2022.03.01 00:10:29,아직 덜쏨,호두마냥 모가지만남은 숏충이들다죽이는 빔하나 쏘고 떨어질듯40.5k쯤 본다,2006512
2022.03.01 00:10:33,회담성사가될리가없는데,비트존나쏘니 이해가안되네 ,2006513
2022.03.01 00:10:51,롱 10배 타고 40%익절 ㅅㅅㅅ,씨발 너무 맛잇고,2006515
2022.03.01 00:10:51,숏을 다섯번 외쳐보자...숏 숏 숏 숏 숏...,그럼 돈이 복사될지니 ,2006516
2022.03.01 00:11:13,이석우 시발려나 알트버튼 안누르냐?,이시발려니 이악물고 못본척하네반대로 비틓쏟았으면 알트개작살 시팔,2006517
2022.03.01 00:11:27,무비 역프떴다 타라,. ,2006519
2022.03.01 00:11:34,누사 700층 홀딩중 벌써 수익 ㅇㅇ,,2006521
2022.03.01 00:11:35,비정상회담 ㅄ들아 ㅋㅋㅋㅋㅋㅋㅋㅋ,회담은 무슨 핵발사준비임,2006522
2022.03.01 00:11:45,님들부모이랑자주싸움?,22살넘고도많이싸움? ,2006523
2022.03.01 00:12:03,소다안탄흑우업제?ㅋㅋㅋㄲㅈㅇ,,2006524
2022.03.01 00:12:11,지금 또 오른다,탈꺼면 마지막 기회인듯 아직 돈 많은 국가는 우리보다 덜 피곤함,2006525
2022.03.01 00:12:42,우크라 사람들 특히 어린이들은 벌벌떨고있는데..,전쟁 바라는 사람들은 뭐임?,2006526
2022.03.01 00:12:42,무비 이와중 급하게 설거지하는 꼬라지보소,왜케 조급하노 ㅋㅋㅋ상폐하냐 ㅋㅋ,2006527
2022.03.01 00:12:43,갑자기 100배숏각보이네,올라가려나보다,2006528
2022.03.01 00:12:55,누병대 700기 달달합니다 악!!!!!!!,충치 어뜨켘ㅋㅋㅋㅋㅋ,2006529
2022.03.01 00:13:10,알트들 ㅈ나 ㅂ정상적으로 놀고나면,대하락장인거 국룰이제?,2006530
2022.03.01 00:13:41,누사 800층 모가지 따러 가는중ㅋㅋㅋㅋㅋㅋ,. ,2006531
2022.03.01 00:13:42,우리나라에서 무한도전은 폐지될 수밖에 없었네,지금도 불편러들 차고 넘치네 ㅋㅋㅋ ,2006532
2022.03.01 00:13:47,박호두 머라함?,왜 지랄임 호두형한테 다,2006533
2022.03.01 00:14:15,상승장 하락장 횡보장에는 각각 영웅이 필요하다,상승장을 이끌고하락장을 끝내고횡보장을 깨주는누,2006537
2022.03.01 00:14:23,(속보)박호두 롱진입,돔 황 챠ㅑㅑㅑㅑㅑㅑㅑㅑㅑㅑㅑㅑㅑㅑ,2006538
2022.03.01 00:14:29,호두 진짜 ㅈㄴ불쌍하다,숏잡았다고 전쟁을부추긴다고 욕ㅈㄴ하던데 진짜 맘아프네,2006539
2022.03.01 00:14:34,역시 40k는 힘이 딸리노,딸려 딸려,2006540
2022.03.01 00:14:35,샌드박스 락업해제가 얼마나악재길래,위로는 못가냐 ㅋㅋ,2006541
2022.03.01 00:14:44,키예프에 러시아 국기꽂힘ㅋㅋ,ㅋㅋ,2006542
2022.03.01 00:14:51,호두롱 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,2006543
2022.03.01 00:14:55,이 코인으로 인생 역전가능하냐?? 네오위즈 코인,,2006544
2022.03.01 00:15:18,내일 삼일빔 쏘겠네 ㅅㅂ..존나 쪼린다,ㅎㄷㄷ,2006545
2022.03.01 00:15:33,누싸 개미털기 당한 흐구쉑 없줴?,ㅋㅋ,2006546
2022.03.01 00:15:50,나의 누사 쉽se,난 751에 타서 681에 손절 쳤는데 지금 꼬라지보니까 속이 터지는데 어쩌지,2006547
2022.03.01 00:15:59,빨리 40k찍어줘 매도걸어놨딴말야,키키 팔리면 바로 풀숏 ,2006548
2022.03.01 00:16:05,돈은 좀 잇던 씹선비 인생 진짜 존나 후회된다,16년도 부터 나이 24살에 한 5억 잇엇는데투자는 다 투기고 도박이라 생각하고열심히 공부해서 좋은 직장 가지면돈 잘 벌고 먹고 사는 데 지장없을거라 생각해서돈 싹 다 은행에만 넣어두고공부에만 집중했는데진짜 존나 후회된다이제 와서 코인하겟다고 깔짝깔짝 씨발 개처물리고원래 하려던 일에 대한 자부심이나 흥미는 바닥 찍고세상 좃같네,2006550
2022.03.01 00:16:07,박호두한테 머라하는애들,인터넷에 작성했던 게시물/댓글 싹다 공개해야함 ㅉㅉ지 인생부터 좀 바르게 살지 ,2006551
2022.03.01 00:16:20,그 나라의 대통령은 그 나라의 국민 수준에 걸맞는다는 말이 있는데,박호두 사태보면 그 말이 딱맞음우리나라는 그냥 자유라는게 없어져야하는듯그냥 노예가 어울리는 민족이다,2006553
2022.03.01 00:16:34,근데 박호두가 전쟁 부추긴다고 전쟁이 진행되는 것도 아니고,일개 방송인인데 불편한 사람이 안 보는게 맞지 않냐,2006554
2022.03.01 00:16:46,와 40k에 얼마박혀있길래 바로 못뚫었냐 ㅋㅋ,ㅋㅋㅋ,2006555
2022.03.01 00:17:04,38000초반에 100배롱쳤는데 ..,너무 달다..,2006557
2022.03.01 00:17:08,좆썸 스포티움같은게 ㄹㅇ 눈먼돈이다 개크게먹을수도있음,근데 리스크는 니네가감당해야할무게임ㅋㅋ,2006558
2022.03.01 00:17:08,비트 떡상하는데 골렘 아르고 복구 안되는거 봐라 ㅋㅋ,이래서 급등 개잡주는 건드리면 안되는거임,2006559
2022.03.01 00:17:16,45k 갈수있냐?,드개재~,2006560
2022.03.01 00:17:20,누사 여기 뚫으면 투더문인데? ㅋㅋㅋ,가즈아~,2006561
2022.03.01 00:17:22,누사 체결강도 80% 넘으면 슈팅 나온댔지?,80% 되자마자 귀신같이 폭발하잖어 ㅋㅋ오늘 새벽 820원 본다.,2006562
2022.03.01 00:17:24,ㅆㅆ,,2006563
2022.03.01 00:17:24,여동생때문에 너무힘들다....,,2006564
2022.03.01 00:17:37,솔라나 10퍼 개오랜만에 보노,,2006565
2022.03.01 00:17:38,도지오너들 눈물나겠다,ㅋㅋㅋ,2006566
2022.03.01 00:17:41,디센트럴랜드는 왜케 힘이없냐,코린인데 이거 왜케 힘이없냐 눈치보는거?,2006567
2022.03.01 00:17:48,40K 돌파~~~~~~~~~~~~~~~~~~,가즈아~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,2006568
2022.03.01 00:17:52,속보) 회담성사 ㅋㅋㅋㅋ,롱이다 ,2006569
2022.03.01 00:17:53,40k 100달라도 안남았넼ㅋㅋㅋㅋ,38.7k부터 이더리움에 박고있었닼ㅋㅋㅋㅋㅋㅋㅋㅋ아 이제 숨쉬어지네,2006570
2022.03.01 00:18:01,존버해서 2천 벌었다 시발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,-4.7천에서 -2.4천 됐다 씨발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ내일 본전되면 돈 다 뺀다 씨발 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,2006571
2022.03.01 00:18:02,무비블록 개씨발련 아,돈을 얼마나 잃은거야 ㅅㅂ,2006572
2022.03.01 00:18:05,스트 더 떨어질거같냐??,지금 사면 ㅈ되냐? ,2006573
2022.03.01 00:18:09,이야 40K를 이렇게 뚫어주네 ㄷㄷ,ㄷㄷㄷㄷㄷㄷ,2006574
2022.03.01 00:18:25,뭔일이냐??,,2006576
2022.03.01 00:18:25,평 ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ화 ㅡㅡㅡㅡㅡㅡㅡㅡ빔,ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ,2006577
2022.03.01 00:18:30,[속보] 전쟁 종료,ㄷㄷㄷㄷㄷㄷㄷ,2006578
2022.03.01 00:18:38,미친듯이오르네 ㄷㄷ,진짜협상잘된건가 ㄷㄷ 42k 가즈아 ,2006579
2022.03.01 00:18:40,관망충들 이제 45k되면 살듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,껄걸,2006580
2022.03.01 00:18:44,누사오르는 이유좀,갈켜 주세요? ,2006581
2022.03.01 00:18:46,코린이 선물 열심히 하고있다...,쫄려서 쥐좆시드로 20배 배팅밖에 안돼서 하는데지금 이 글 쓰는 와중에 오르네 ㅠ.. 무빙 파악하기 너무 어렵다그래도 15% 익절이면 감사하게 생각해야겠지???,2006582
2022.03.01 00:18:49,십련들 조져버려,게임 셋.,2006583
2022.03.01 00:18:55,위믹스 어매 뒤진코인 왜 못올라가냐 ㅋㅋ씨발 개빡치네,,2006584
2022.03.01 00:19:11,낚이지마라 코린이들아 저러다 바로 떡락각이다,ㅌㅌㅌㅌ사지마 그래야 머장 올랕ㅋㅋㅋㅋㅋ,2006585
2022.03.01 00:19:21,대메이저장 왔네 ㅋㅋㅋㅋ 잡알트 빌빌대노,ㅋㅋㅋ ,2006586
2022.03.01 00:19:26,누사이퍼 아직도 안샀으면 그냥 뇌절해야지 ㅋㅋㅋㅋ,연말 3만원 가는데 누사이퍼 아직도 안샀으면 그냥 뇌절해야지 ㅋㅋㅋㅋ,2006587
2022.03.01 00:19:41,찐반등대호황한강뷰 ㅋㅋ 현금관망충들 피눈물오열ㅋㅋㅋㅋㅋ,,2006589
2022.03.01 00:19:47,머장존나 쏘는데 리플,오늘 승소나 합의뜨면 1달러 가능하냐?,2006591
2022.03.01 00:19:50,골렘은 진짜 뒤진 개잡코인이구나,저런 시발 니미 러시아 코인,2006592
2022.03.01 00:19:51,박호두 존나웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋ(요약),숏 진입말좆양봉-60% 찍고 러시아 진격하라 발언시청자들 지랄하니종전기원 사죄의 롱+50%수익중,2006593
2022.03.01 00:20:03,대반등 ㅡ ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ,,2006594
2022.03.01 00:20:04,매수할땐 좀 해라 관망충 병신들아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,매수할때도 그저 관망 관망ㅋㅋㅋㅋㅋㅋㅋㅋㅋ충분히 빠졌으면 좀 사라고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2006595
2022.03.01 00:20:05,말===============좆=========양=====봉,ㅋㅋㅋㅋㅋ,2006596
2022.03.01 00:20:10,평단 어떠냐,ㅋㅋ,2006597
2022.03.01 00:20:15,박호두 방송은 근데,애초에 시궁창에 처박혀있는 방송아님?지가 ㅆ1발 쓰레기장 기어들어와놓고 지저분하다고 지랄하는새끼들은 진짜 자살해야한다고 본다,2006598
2022.03.01 00:20:29,3월1일 불장 스타트,싹다 매수해 ,2006599
2022.03.01 00:20:31,아 몰랑~,롱 100배 박아놓고 잘래~~ 돈복사가 된닼ㅋㅋㅋㅋㅋ,2006600
2022.03.01 00:20:32,독-----립-----빔-----,ㅋㅋ ,2006601
2022.03.01 00:20:32,이와중 버거남 혼자 32K 깨진다고 하는중,ㅋㅋㅋㅋㅋㅋ 좀쎄네요 42K 도달 시 무효에요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2006602
2022.03.01 00:20:37,게이들아.. 비트 갑자기 오른다고 좋은게 아니다,이제 곧 거액으로 고배율 숏친놈들 강제청산당할텐데그 위력이 어마어마 할 것 같다.. 예전에도 이러다가 갑자기 -20퍼 찍어버려서 지금 살짝 쫄린다..,2006604
2022.03.01 00:20:45,가스야  조금만힘내!!!!,,2006605
2022.03.01 00:20:47,숏충이 대가리볶음 대오열빔 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2006606
2022.03.01 00:20:47,50k까지만 가다오제발,ㅜㅜ ,2006607
2022.03.01 00:21:05,비트 쳐오르는게 좀 과하다ㄷㄷ,뭐 미국이 기축통화로 채택하기로 했나? ,2006608
2022.03.01 00:21:08,누사 사야겠노,,2006609
2022.03.01 00:21:17,진격 붉은군대 진격하라 제발 진격,약진앞으로...!!! 사람살려 씨발.....,2006610
2022.03.01 00:21:30,비트코인 거래량 상승속도 실화냐 ㅋㅋㅋ,,2006612
2022.03.01 00:21:41,박호두 몰래 반대매매하냐,왜 수익보는데 안절부절못하냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2006613
2022.03.01 00:21:42,누사 저 병신 기사새끼,그냥 나가 뒤져 씹ㆍㄹ년아,2006614
2022.03.01 00:21:44,종전하냐? 왜이러냐 씨발,ㄹㅇ;,2006615
2022.03.01 00:21:53,60k 이번달 말 간다 ㅋㅋ,대불장 왔닼ㅋㅋㅋㅋ ,2006616
2022.03.01 00:22:00,실시간 숏충이들 상황,어나니머스한테 비트 해킹해달라고 빌빌 기는중 ,2006617
2022.03.01 00:22:05,이러다가 41K도 뚫는거아녀 ㄷㄷㄷㄷㄷ,지금 40.6K인데,2006618
2022.03.01 00:22:05,하루만에 2불로 100불 만들었다 ㅋㅋㅋㅋㅋㅋㅋㅋ,오늘 진짜 레전드네 ㅋㅋㅋㅋㅋ어제 2불 100배숏 쳐논거 450% 먹은걸로 스노우볼굴려서오늘 100배 롱숏 50배롱숏 피날레로 25배롱 다먹어서50배불렸다 근데 시드가 시발 ㅋㅋㅋㅋ,2006619
2022.03.01 00:22:21,삼일절에 쿠팡뛰러간다,,2006622
2022.03.01 00:22:37,스택스 상폐임?,비트 41k가는데 최소 1500은 와줘야하는거아니냐? 1400초반 뭔데 ... ,2006624
2022.03.01 00:22:41,알트좀데리고가 씨발김비트,개련아 ㅜㅜ ,2006625
2022.03.01 00:22:45,버거남은 라이브때 계좌 인증한적없지?,저번에 보니 말돌리고 인증안하더니근데 일반영상때는 공개했었자나 ㅋㅋㅋ차라리 아예 공개를 안했으면 안했지 라이브때만 못한다는건?,2006627
2022.03.01 00:22:47,고래는 아래서 다 받아먹고 있던거냐?,ㅅㅂ...이런 싸움에서 개미들이 이기는게 말도 안되는거 같다..그럼에도 대응이 되는 초고수들은 수익이 나겠지 ㄷㄷ,2006628
2022.03.01 00:22:57,비트 개씨발련아 어디까지 올라가 ㅡㅡ,. ,2006629
2022.03.01 00:23:08,형들 38.7 10배롱인데,꿀잠자도 돼?? ,2006630
2022.03.01 00:23:09,남자답게 125배해라,소녀가슴이냐?,2006631
2022.03.01 00:23:11,100배 롱 미쳤냐 ㅋㅋㅋ,ㅋㅋ 글 올리는 사이에 700% 됐누 ㅋㅋㅋ,2006632
2022.03.01 00:23:21,원금복구했다 씨발섹스 ㅋㅋㅋㅋㅋ,사랑한다 쎅스년들아,2006634
2022.03.01 00:23:23,지금 집중해야될게 루나임,전고깨고 백불코앞까지옴,2006635
2022.03.01 00:23:25,혁명 빔 ㅡㅡㅡㅡㅡㅡㅡ,ㅇ ,2006636
2022.03.01 00:23:27,평ㅡㅡㅡㅡㅡㅡ화ㅡㅡㅡㅡㅡㅡ의ㅡㅡㅡㅡㅡㅡㅡ비ㅡㅡㅡㅡㅡㅡ두르ㅡㅡㅡㅡ기,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2006637
2022.03.01 00:23:34,비트 개씨발 좆같은년 오르라할때 안오르고,씨발련ㅋ ,2006639
2022.03.01 00:23:36,와 숏퀴벌레 개박멸ㅋㅋㅋㅋㅋㅋ,푸틴 핵버튼이 매수버튼이였노,2006640
2022.03.01 00:23:40,3차접종 완료인데 코로나확진되따ㅅㅂ,일상생활하려고 맞은거지만 존나킹받네 3일전부터 목이깔깔해서 설마하고했는데 자가키트 선명한두줄나와서 내눈을의심했다 ,2006642
2022.03.01 00:23:56,대 호 황 ㅋㅋ,개씹호로말좆양봉입갤,2006643
2022.03.01 00:24:07,숏충이들아 말했지 오늘은 44~45K라고 ㅋㅋㅋ,수익실현해야 돈이다~ ,2006644
2022.03.01 00:24:22,숏퀴벌레들 살아있나,ㅋㅋㅋㅋ,2006645
2022.03.01 00:24:28,협상빔ㅋㅋㅋㅋㅋㅋ,ㅅㅅ,2006647
2022.03.01 00:24:31,작년 3월기억나지?,3월 개불장이다,2006648
2022.03.01 00:24:31,러시아 핵쏘면 또 폭락함?,,2006649
2022.03.01 00:24:34,숏충둥절ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ앙 기모띠ㅋㅋㅋ,ㅋㅋㅋㅋㅋ,2006651
2022.03.01 00:24:40,아니 ㅅㅂ 개떡상한다고해서 보니까 고체인 마이너스됐네,ㅅㅂ 뭐냐,2006652
2022.03.01 00:24:56,이정도면 숏충이 그냥 다 박멸수준아님??,ㅋㅋㅋ,2006654
2022.03.01 00:25:01,비트오른지도 몰랐네,스택스 -- 뭐임? 상폐해라 걍 비트 41k 다 왔는데. 1500도 못 찍네 샌박 디센처럼 1월 운지 후 반등이 쌔게 온 것도 아니고 1월 운지 최저점보다도 지금이 낮은게 맞냐?? 비트 33k때보다 낮네 ,2006655
2022.03.01 00:25:17,핵위협어쩌고 나왔는데 오르는이유는?,ㅇㅇ,2006656
2022.03.01 00:25:18,이제 다시 40k 테스트하러 간다 ㅋㅋㅋㅋ 풀숏 ㄱㄱ,진리다 ,2006657
2022.03.01 00:25:22,숏청산 많이당해보니까 이런날은 뭔가 느낌이옴,오늘 숏잡는데 무빙이 쎄하더니 역시 경험이 중요하다,2006658
2022.03.01 00:25:24,나 이제 숏갈래,20배 숏 한번 본다,2006659
2022.03.01 00:25:28,세럼사라 ,솔라나 3토막 나는동안 세럼 9토막났음. 불붙으면 투더문이다.,2006660
2022.03.01 00:25:39,왜 불장이야 화평이라도 한대?,몰라서 그럼,2006661
2022.03.01 00:25:39,누사 720원 진입해본다,300만원박았옹,2006662
2022.03.01 00:25:41,자고왓는데 뭔일이냐,아직 못삿는데 ㅠ,2006663
2022.03.01 00:25:52,푸틴새끼 저점매수 존나끝낸듯ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,이새끼 전쟁낸다고 존나 호들갑치면서비트 개떨군다음에 저점에서 존나 매집했다에 내 손목 안건다,2006664
2022.03.01 00:25:57,씨발 숏쳤다 100배,롱 뒤져라 ㅋ,2006665
2022.03.01 00:26:09,갑자기 왜오른거임??,왜이러지??,2006667
2022.03.01 00:26:12,불장 시작인거뉘? 3월은 불좡?!,ㅇㅇ,2006668
2022.03.01 00:26:19,아 45k 가는데,대출 낼 모레 나온다노....,2006671
2022.03.01 00:26:20,고배롱 청산,시작,2006672
2022.03.01 00:26:23,아무 알트나 잡아라 비트다음에 알트불장이다,이게 뭔일인지싶노,2006673
2022.03.01 00:26:26,오늘 100배롱숏 10전10승한사람이다,현재 포지션 40.6k 50배숏 39.3k에서 다시 롱스위칭예정,2006674
2022.03.01 00:26:42,숏 다시진입,,2006675
2022.03.01 00:26:50,41k만 가면 ㄹㅇ 불장 on인데,ㅇㅈ?,2006676
2022.03.01 00:27:21,존나궁금하네 내일,회담 좋은내용있으면 내일 알트 말자지될듯 ,2006678
2022.03.01 00:27:41,러시아 비트코인 아니면 뒤지는거 아님?,루블 가치 폭락붕인데 대가리 있는 놈들이면 비트 존나 살듯,2006680
2022.03.01 00:27:46,푸틴ㅅㄲ 숏쳣네.,ㅋㅋㅋ,2006682
