date,title,content,no
2022.09.06 00:38:34,이게 이클숏이지,,3336067
2022.09.06 00:38:41,이클 나 타니깐 왜 제자리걸음하냐?,업비트 사기아님?,3336068
2022.09.06 00:39:00,이클 48.058 에 샀는데 언제 빼냐?,쳐 자고 일어나서 보니까는 존나 올랐노 ,3336069
2022.09.06 00:39:26,이클 쏘는 이유좀 ㅇㅇ,왜쏘ㅓ누혼자,3336070
2022.09.06 00:40:04,이클 이더 비캐 다음은 뭘거같냐? ㅋㅋ,퀀텀 사라 긴말 안함,3336072
2022.09.06 00:40:35,어어~밀지마라,ㅋㅋ,3336073
2022.09.06 00:41:40,바보들아 비트를 사야 이클도 올라간다고,얼른 매수들 하자,3336074
2022.09.06 00:43:28,^^ㅣ발 죽고싶다 이거 탈출 가능하냐??,,3336078
2022.09.06 00:43:44,루나 300% 뺄까 더 갈까,,3336079
2022.09.06 00:44:10,롱으로 먹고 숏으로먹고,달다 ㅋㅋㅋㅋ,3336080
2022.09.06 00:44:15,이클 내가볼때 끝난듯,ㅅㄱ,3336081
2022.09.06 00:44:41,이클 심상치 않다니까 ㄹㅇ,,3336082
2022.09.06 00:45:42,숏 타지마라 시발! 롱 빨리걸어! 50퍼 간다?,나 숏먹게 롱 타라고!ㅋㅋ,3336083
2022.09.06 00:46:21,고점판독기 이클 50400매수완료.,죽어보자,3336084
2022.09.06 00:47:05,이클은 괴물이다,ㅇㅇ,3336085
2022.09.06 00:47:24,콜라빔,ㅡ ,3336086
2022.09.06 00:48:38,와이클 20가냐???,????,3336088
2022.09.06 00:50:17,아는형 40세인데 이형 부모님중 한분돌아가셨는데 40에이런경우도있냐?,- dc official App,3336089
2022.09.06 00:52:17,털리라고 옘병 떨었는데 효과가 있었나. 뿌듯하누..,,3336090
2022.09.06 00:52:25,이클롱잠먹었제?^^,쑛가즈아!!!!!,3336091
2022.09.06 00:53:01,비트 뭔가 쌔해서,가진코인들 싹 절반 매도했다 내일 일어나면 답 나오겠지,3336092
2022.09.06 00:55:01,이클자고왔는데 씨발 뭐냐 ㅋㅋㅋ,,3336093
2022.09.06 00:55:19,거래량 무새들나와바라,세력들이 거래량 올리는거지  개미새끼들은 힘없어거래량죽엇다고   뭐망해?말햇지 21년도거래량  당장 내일도가능하다고세력이맘만먹으면,3336094
2022.09.06 00:55:37,이클 슬슬 힘 빠진다,풀 숏 ㄱㄱ ,3336096
2022.09.06 00:55:47,이혼 제도를 없애야돼...jpg,한번 결혼했으면 평생 가는거지,3336097
2022.09.06 00:58:49,이클온 6갈거니까 롱쳐라,뻔하다 그냥롱쳐라숏치다가 손해보지말고,3336098
2022.09.06 00:59:12,와이사람 이클 오를꺼 맞췄네,뭐임?? 유튜브 숏츠보다가 추천떠서 봤는데 픽 개소름돋네 업비트 관계자임? 픽률90퍼가넘네 지린다 댓글에 링크남김진짜 소름돋게 잘맞춤,3336100
2022.09.06 00:59:48,추석전 이클20만간다,두고봐라,3336101
2022.09.06 01:00:01,이클이 7만원까지 가는 이유.eu,.,3336102
2022.09.06 01:00:37,루나클 이건 계속들고가도 되겠지?,,3336103
2022.09.06 01:01:05,도지랑 루나랑 차트가 똑같다:필독 대경보흡성,루나 상위 지갑 홀더들1~10등까지 5조개들고있음한마디로 그냥 루나는 이미 세력 손이 다 매집되어 있다보면됨거기서 이제 개미들 터는 물량 까지 받아먹으면 거의 95%물량이 세력 물량이라 보면된다한마디로 그냥 루나는 사지도 못하고 계속 올라갈거임이거 지금 아직도 저점이다루나 장기적으로 하락없이 꾸준히 우상향할거다 차트보면 비트코인 불장때 생각나지 않냐 도지랑도지 1번째 상승조차도 아님 지금은 이거 루나 지금 물리면 진짜 존나 답없다는것만 알아두셈,3336104
2022.09.06 01:02:49,슬슬 이클 100만원충 또 등판하기 시작했네 병신들,노답,3336108
2022.09.06 01:03:10,엑시=이클 가격 맞추는거 알제?? ㅋㅋㄹㅃㅃ,맞제?,3336109
2022.09.06 01:04:14,갤 구경왔는데 잘못온듯,념글 댓글보니까 너무 어지럽네내일도 일하러가야지...,3336110
2022.09.06 01:05:23,이클거래량,1/3나온듯 더가겠다,3336111
2022.09.06 01:06:31,이클 6간다했다,,3336112
2022.09.06 01:06:44,●●●●애들아 형잔다 고생했다 찐반이다●●●●,시간도늦었는데 안심하고자라 떨어질일은없다,3336113
2022.09.06 01:07:39,나 ㄹㅇ껄무샌데 조언좀 해주셈 정신차리게,부탁함 따끔하게 ㅇㅇ,3336115
2022.09.06 01:08:18,이클때문에 잠 못자고 있으면 게추 ㅋㅋㅋㅋ,출근 지각하겠노 ㅋㅋ,3336116
2022.09.06 01:08:29,루클 숏.. 씨발 2배인데 왜케 변동성크냐,,3336117
2022.09.06 01:08:59,아는 분 50센데 이분 부모님 다돌아가심.겨우50에 고아가되는경우도있냐,- dc official App,3336118
2022.09.06 01:09:19,이클호재 설명해줌,힌남노 떡상 ㅅㅅㅅㅅ,3336119
2022.09.06 01:11:08,위믹스.전망좀?,이거ㅜ지금.사도 됨? ,3336120
2022.09.06 01:11:15,쎄타토큰 기사년 잡아 족치고 싶다,ㅋㅋㅋ,3336121
2022.09.06 01:11:16,고점판독기 이클 51100원 진입,죽어보자,3336122
2022.09.06 01:13:24,조주빈 비트코인 환전하다가 꼬리잡혀서 걸렷다는데 뭐임?,상황설명 성착취물 판매금을 코인으로 받음코인은 실제 돈으로 환전하려고 밖에서 은밀히 거래함근데 왜 그렇게 현금을 환전함?그냥 빗썸? 이런곳에서 암호지갑에 코인 다 넣고 코인 팔고 계좌로 현금받으면 땡인데?,3336123
2022.09.06 01:14:44,여고생 비트코인 신생아 첫 수입>_<,,3336124
2022.09.06 01:16:55,다음불장 언쟈임?,,3336125
2022.09.06 01:19:36,이클 51000에 탔다 현기증 난다,풀시드 박았는데 미친,3336126
2022.09.06 01:21:06,멘탈나간다 씨 발 인내심 바닥ㅜ, ㅡ,3336127
2022.09.06 01:21:18,머운지ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅇㅇ ,3336128
2022.09.06 01:22:24,와 비트 진짜 혼신의 틀어막기하고있노 ㅋㅋㅋㅋ,진짜 약간 비유로 따지자면핸들없는 택시를 억지로 우회전시키노 우주방어노 이게 ,3336129
2022.09.06 01:25:19,엑시 게ㅣ이야 미안하다,나 사실 엑시 풀매도하고 이클 풀매수했다 ,3336130
2022.09.06 01:25:34,공부는 양이냐 질이냐??,공부습관 안잡혀 있는 새끼는 일단 앉아있는 연습이라도 해야되지?? 그리고 질좋게 공부하는놈은 양도 많이 챙겨가는게 현실이지? ,3336131
2022.09.06 01:27:20,비트 흡성해주는거 한번 보고싶다,기강을 바로 잡아줘야지,3336132
2022.09.06 01:27:22,병신들 또 낚이네,정신차려 병신들아 ,3336133
2022.09.06 01:28:48,숙ㅡ식ㅡ노가ㅡㅡ대ㅡㅡㅡㅡ,ㅋ ,3336135
2022.09.06 01:29:08,이클 51100에 샀는데 나 ㅈ된거냐?,아버지,3336136
2022.09.06 01:29:28,노ㅡㅡㅡ동ㅡㅡㅡ착ㅡㅡㅡㅡ취ㅡㅡㅡ,엌ㅋㅋㅋㅋㅋㅋㅋ  ,3336137
2022.09.06 01:30:48,이클이 시장판 살리냐?,이클이랑 이더 거래대금 붙었농,3336139
2022.09.06 01:32:04,유튜버들 학대 받았다는데...jpg,,3336140
2022.09.06 01:32:26,나오늘생일인데,선물로 청산문자 날라왔네 이클 개씨발련 ,3336141
2022.09.06 01:33:46,이클 48 에 샀거든? 근데 더 샀어 ㄱㅊ음?,아 기회다 싶어서 더 샀는데 오만원 까지 올랐네 맘 같아서는 더 사고 싶지만.. ㅅㅂ 아 .. 좀 더 산거는 ㄱㅊ지? 이제 오르는 중인지 잘 모르겠다 ,3336142
2022.09.06 01:35:30,왜 망쳤는지는 알고싶어요...jpg,,3336143
2022.09.06 01:35:51,이클 지금 익절함 ㅇㅇ 너네많이먹어라,ㅇ ,3336144
2022.09.06 01:36:32,ㅋㅋ비트왜캐뻐팅기냐,ㅇㅇ,3336145
2022.09.06 01:38:43,이클 3천만원간다 소리질러있따있,안사는바보흑우없제?에?에?에?,3336146
2022.09.06 01:39:03,큰 죄를 저질렀습니다...jpg,,3336147
2022.09.06 01:39:40,이클 6만원 간다 개미 털리지 마라,추매 ㄱㄱ ,3336148
2022.09.06 01:41:26,이클로 팔자 고칠래, ,3336149
2022.09.06 01:42:27,저번달 상황 기억나제? 이클 파멸적 상승 후 단기적 불장,FOMC전 이클 올라가고 FOMC 자이언트 스탭 후 단기적 불장 알제? 신호탄이다 이기야.이클은 좀 더 오를듯 ㅇㅇ,3336150
2022.09.06 01:43:18,이클 37 숏 어떰,혹시 올까하고 샤워하고왔는데 걸려있네로스 37.1 걸고 자도 ㄱㅊ?,3336151
2022.09.06 01:44:38,오늘 비트 19k깨진다,참고해라,3336152
2022.09.06 01:45:11,이클 사놓고 자면 내일 아침에 어떻게 됨?,태풍이 와서 다 쓸고 감?,3336153
2022.09.06 01:46:23,이클 잘 먹고 간다,2주 전에 48000에 물렸는데 잘 먹고 갑니다,3336155
2022.09.06 01:50:19,투표) NFT 한다 안한다. 그리고 NFT 시장 어떻게 보시는지?,지금 NFT랑 코인 합동 하락으로 -70~80% 수준인데인식이 안좋아서 떨어진건가요?현재 코인이나 NFT 인식이 안좋나요?,3336156
2022.09.06 01:51:00,이클 51층 살려줘,진짜 가망없냐,3336157
2022.09.06 01:54:42,나라 망하는거 보고싶으세요?...jpg,,3336158
2022.09.06 01:55:28,이오스 비골 같이 오르네 ㅋㅋㅋㅋ,그냥 튀어라 내일부터 하락장 다시 시작임,3336159
2022.09.06 01:56:16,이클 아직안쥭음,36.2깨지면 죽는겨,3336160
2022.09.06 01:56:36,겜하고 왓더니 개올라서 집중안대노,,3336161
2022.09.06 02:02:43,지금 넣어 볼 만한 비트 뭐있음,뭐 있냐,3336164
2022.09.06 02:03:40,이준석은 피를 원한다...jpg,,3336165
2022.09.06 02:04:28,이클 결국 10만원 가는 그림같은데,연말까지 ㄹㅇ,3336166
2022.09.06 02:04:31,이클 튀어라ㅋㅋㅋㅋㅋㅋ,ㄱ,3336167
2022.09.06 02:04:31,장담한다 이클 일봉 음봉으로 바뀜,못믿겠지?ㅋㅋ ,3336168
2022.09.06 02:05:02,ㅅㅂ튀어라 이클,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3336169
2022.09.06 02:05:17,이클 쳐물린 흑드루미읎제?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3336170
2022.09.06 02:05:44,이클 개미태우고 하강 ㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋ,3336171
2022.09.06 02:05:49,이클 탄 친구들,다음에 또 만나자 ㅋㅋㅋㅋ,3336172
2022.09.06 02:05:56,튤립과 달리 코인은 안망하는이유,이건 손대 본 사람들 절대 못끊음 ㄹㅇㅋㅋㅋㅋㅋ잠깐 떠났다가 결국 다시 돌아옴,3336173
2022.09.06 02:05:59,개미털기,ㅇㅇ,3336174
2022.09.06 02:10:09,코인빗 요새 사이트는 열려있던데,슬슬 코인빗 이벤트 열때 안 됐나 힘들때마다 나타나서 현백지원금 주는 현백이..3년전에 현백이 재난지원금 못 받은 흑우들아 모이자 돈 한 번 또 받아보자이이현백이 시즌 2 즐겨보자ㅋㅋㅋ 지금같이 시장 불안할땐 이런 현백이 재난지원금이나코박에 CBK 예치 순위권들면 매일매일 주는 이자같은거나 커넥트에서 NFT 뿌리는글림이벤트같은거 참여해서 무위험차익으로 시드 보존해가면서 천천히 방향 지켜보는게 맞다드가보즈아~,3336176
2022.09.06 02:12:15,이클지금 튀어야함?,,3336179
2022.09.06 02:12:26,아니근데 이클 왜갑자기 올랐움,,3336180
2022.09.06 02:15:32,이걸 보고도 애니버스를 안살수 있을까??,,3336181
2022.09.06 02:17:27,교차마진 잘 아는 게이있냐..?,선물 교차마진(CROSS) 하니까 수익 나는 만큼 잔고에 바로바로 수익금이 들어오는 구조인거 같은데 맞음?그럼 내가 익절 누르면 실시간으로 들어온 수익금+원금 이렇게 얻는거지? ,3336183
2022.09.06 02:18:14,이클 튀라고 ㅋㅋㅋㅋㅋㅋㅋㅋ,ㅅㅂ,3336184
2022.09.06 02:18:33,이클 튀어,끝났다,3336186
2022.09.06 02:18:55,이클세력새끼 슬슬 물량넘기네 조심해라,ㄹㅇ,3336188
2022.09.06 02:19:38,이클 일봉 음봉으로 바뀐다고 했다,안나갈거야? ,3336189
2022.09.06 02:20:59,이클 크게 갈거같다(나락),엌ㅋㅌㅌ ,3336190
2022.09.06 02:21:07,이클 다시 반토막난다,조심들혀,3336191
2022.09.06 02:21:48,이클 ㄹㅇ 설거지 맛집이네,뽀득뽀득 ,3336192
2022.09.06 02:22:01,형님들 존버해봐요? 손절해여? ,,3336193
2022.09.06 02:22:21,이클 저 오른 상승분만큼 떨어진다 늘 그래왔음,ㅋㅋㅋ,3336194
2022.09.06 02:22:23,졷더리움 시동건다,빨리타라-!!!,3336195
2022.09.06 02:22:37,이클 헤드앤숄더,3만원 초반대는 다시와야함 ,3336197
